set,series,number,name,rarity,types,hp,image_small,is_ex,popularity,tcgplayer_price,cardmarket_price_eur,price,predicted_price,residual_log,verdict,confident,pull_cost,pull_score,pct_change_7d,pct_change_30d
SM Black Star Promos,Sun & Moon,SM246,Sabrina & Brycen,Promo,,0.0,https://images.pokemontcg.io/smp/SM246.png,0,3.0,0.71,0.58,0.71,5.14,-1.98,UNDERVALUED,True,,,2.9,
Fusion Strike,Sword & Shield,272,Greedent VMAX,Rare Rainbow,Colorless,320.0,https://images.pokemontcg.io/swsh8/272.png,0,3.0,8.54,7.36,8.54,61.66,-1.98,UNDERVALUED,True,,,-5.8,
Stellar Crown,Scarlet & Violet,116,Glameow,Common,Colorless,60.0,https://images.pokemontcg.io/sv7/116.png,0,3.0,0.02,0.06,0.02,0.14,-1.97,UNDERVALUED,True,,,-71.4,
SM Black Star Promos,Sun & Moon,SM62,Golisopod-GX,Promo,Grass,210.0,https://images.pokemontcg.io/smp/SM62.png,0,3.0,1.89,1.79,1.89,13.52,-1.97,UNDERVALUED,True,,,-0.5,
SWSH Black Star Promos,Sword & Shield,SWSH279,Inteleon,Promo,Water,150.0,https://images.pokemontcg.io/swshp/SWSH279.png,0,3.0,0.58,0.21,0.58,4.14,-1.97,UNDERVALUED,True,,,0.0,
SWSH Black Star Promos,Sword & Shield,SWSH222,Oshawott,Promo,Water,70.0,https://images.pokemontcg.io/swshp/SWSH222.png,0,3.0,0.56,0.49,0.56,3.99,-1.96,UNDERVALUED,True,,,3.7,
Evolving Skies,Sword & Shield,168,Trevenant V,Rare Ultra,Grass,210.0,https://images.pokemontcg.io/swsh7/168.png,0,3.0,3.46,3.67,3.46,24.59,-1.96,UNDERVALUED,True,,,1.8,
HGSS Black Star Promos,HeartGold & SoulSilver,HGSS05,Hoothoot,Promo,Colorless,50.0,https://images.pokemontcg.io/hsp/HGSS05.png,0,3.0,5.8,,5.8,41.11,-1.96,UNDERVALUED,True,,,1.2,
Crown Zenith,Sword & Shield,48,Eelektrik,Uncommon,Lightning,80.0,https://images.pokemontcg.io/swsh12pt5/48.png,0,3.0,0.01,0.03,0.01,0.07,-1.96,UNDERVALUED,True,,,-90.0,
Unseen Forces,EX,97,Metal Energy,Rare,,0.0,https://images.pokemontcg.io/ex10/97.png,0,3.0,1.67,0.83,1.67,11.82,-1.96,UNDERVALUED,True,,,7.1,
Crown Zenith,Sword & Shield,51,Radiant Charjabug,Radiant Rare,Lightning,90.0,https://images.pokemontcg.io/swsh12pt5/51.png,0,3.0,0.61,0.08,0.61,4.32,-1.96,,False,,,-1.6,
Arceus,Platinum,20,Hariyama,Rare,Fighting,110.0,https://images.pokemontcg.io/pl4/20.png,0,3.0,0.71,0.59,0.71,5.02,-1.96,UNDERVALUED,True,,,0.0,
XY Black Star Promos,XY,XY50,Pangoro,Promo,Fighting,100.0,https://images.pokemontcg.io/xyp/XY50.png,0,3.0,2.5,1.61,2.5,17.63,-1.95,UNDERVALUED,True,,,1.6,
Call of Legends,HeartGold & SoulSilver,16,Magmortar,Rare Holo,Fire,110.0,https://images.pokemontcg.io/col1/16.png,0,3.0,10.73,4.11,10.73,75.65,-1.95,UNDERVALUED,True,,,17.1,
Evolving Skies,Sword & Shield,181,Golurk V,Rare Ultra,Psychic,220.0,https://images.pokemontcg.io/swsh7/181.png,0,3.0,3.75,4.7,3.75,26.44,-1.95,UNDERVALUED,True,,,2.7,
Scarlet & Violet Black Star Promos,Scarlet & Violet,114,Picnicker,Promo,,0.0,https://images.pokemontcg.io/svp/114.png,0,3.0,0.43,0.35,0.43,3.0,-1.94,UNDERVALUED,True,,,-4.4,
SWSH Black Star Promos,Sword & Shield,SWSH278,Cinderace,Promo,Fire,170.0,https://images.pokemontcg.io/swshp/SWSH278.png,0,3.0,0.6,0.24,0.6,4.18,-1.94,UNDERVALUED,True,,,-1.6,
Supreme Victors,Platinum,22,Claydol,Rare,Psychic,90.0,https://images.pokemontcg.io/pl3/22.png,0,3.0,0.65,0.82,0.65,4.51,-1.94,UNDERVALUED,True,,,0.0,
Scarlet & Violet Black Star Promos,Scarlet & Violet,26,Varoom,Promo,Metal,60.0,https://images.pokemontcg.io/svp/26.png,0,3.0,0.42,0.28,0.42,2.91,-1.94,UNDERVALUED,True,,,-4.5,
Generations,XY,21,Krabby,Common,Water,70.0,https://images.pokemontcg.io/g1/21.png,0,3.0,0.22,0.17,0.22,1.52,-1.94,UNDERVALUED,True,,,4.8,
Unified Minds,Sun & Moon,224,Aerodactyl-GX,Rare Ultra,Fighting,210.0,https://images.pokemontcg.io/sm11/224.png,0,3.0,7.61,7.94,7.61,52.67,-1.93,UNDERVALUED,True,,,0.0,
SM Black Star Promos,Sun & Moon,SM09,Togedemaru,Promo,Lightning,70.0,https://images.pokemontcg.io/smp/SM09.png,0,3.0,1.03,0.48,1.03,7.09,-1.93,UNDERVALUED,True,,,0.0,
XY Black Star Promos,XY,XY160,Black Kyurem,Promo,Water,130.0,https://images.pokemontcg.io/xyp/XY160.png,0,3.0,2.86,2.04,2.86,19.55,-1.92,UNDERVALUED,True,,,0.4,
Ultra Prism,Sun & Moon,56,Croagunk,Common,Psychic,60.0,https://images.pokemontcg.io/sm5/56.png,0,3.0,0.03,0.07,0.03,0.2,-1.92,UNDERVALUED,True,,,0.0,
Generations,XY,46,Golem-EX,Rare Holo EX,Fighting,180.0,https://images.pokemontcg.io/g1/46.png,0,3.0,3.38,3.48,3.38,23.0,-1.92,UNDERVALUED,True,,,0.0,
SM Black Star Promos,Sun & Moon,SM15,Zygarde,Promo,Fighting,130.0,https://images.pokemontcg.io/smp/SM15.png,0,3.0,1.38,0.87,1.38,9.35,-1.91,UNDERVALUED,True,,,0.0,
Generations,XY,54,Persian,Uncommon,Colorless,90.0,https://images.pokemontcg.io/g1/54.png,0,3.0,0.4,0.21,0.4,2.7,-1.91,UNDERVALUED,True,,,2.6,
Scarlet & Violet Black Star Promos,Scarlet & Violet,96,Cyclizar,Promo,Colorless,120.0,https://images.pokemontcg.io/svp/96.png,0,3.0,0.42,0.26,0.42,2.83,-1.91,UNDERVALUED,True,,,-4.5,
Scarlet & Violet Black Star Promos,Scarlet & Violet,62,Sinistea,Promo,Psychic,30.0,https://images.pokemontcg.io/svp/62.png,0,3.0,0.44,0.6,0.44,2.96,-1.91,UNDERVALUED,True,,,12.8,
Generations,XY,8,Tangela,Common,Grass,80.0,https://images.pokemontcg.io/g1/8.png,0,3.0,0.25,0.26,0.25,1.68,-1.9,UNDERVALUED,True,,,-7.4,
Scarlet & Violet Black Star Promos,Scarlet & Violet,120,Pupitar,Promo,Fighting,80.0,https://images.pokemontcg.io/svp/120.png,0,3.0,0.43,1.85,0.43,2.89,-1.9,UNDERVALUED,True,,,4.9,
XY Black Star Promos,XY,XY45,Gallade-EX,Promo,Psychic,170.0,https://images.pokemontcg.io/xyp/XY45.png,0,3.0,3.35,3.32,3.35,22.44,-1.9,UNDERVALUED,True,,,0.0,
Stellar Crown,Scarlet & Violet,109,Revavroom,Uncommon,Metal,150.0,https://images.pokemontcg.io/sv7/109.png,0,3.0,0.01,0.03,0.01,0.07,-1.9,UNDERVALUED,True,,,-50.0,
Lost Thunder,Sun & Moon,48,Heatran,Rare Holo,Fire,140.0,https://images.pokemontcg.io/sm8/48.png,0,3.0,0.4,1.53,0.4,2.66,-1.9,UNDERVALUED,True,,,0.0,
Lost Thunder,Sun & Moon,30,Ninjask,Uncommon,Grass,80.0,https://images.pokemontcg.io/sm8/30.png,0,3.0,0.06,0.16,0.06,0.4,-1.89,UNDERVALUED,True,,,-14.3,
Cosmic Eclipse,Sun & Moon,110,Flygon-GX,Rare Holo GX,Fighting,240.0,https://images.pokemontcg.io/sm12/110.png,0,3.0,2.35,2.27,2.35,15.56,-1.89,UNDERVALUED,True,,,-5.6,
Black & White,Black & White,104,Switch,Common,,0.0,https://images.pokemontcg.io/bw1/104.png,0,3.0,0.24,0.05,0.24,1.59,-1.89,UNDERVALUED,True,,,0.0,
Burning Shadows,Sun & Moon,14,Dewpider,Common,Grass,60.0,https://images.pokemontcg.io/sm3/14.png,0,3.0,0.03,0.06,0.03,0.2,-1.88,UNDERVALUED,True,,,0.0,
Call of Legends,HeartGold & SoulSilver,5,Forretress,Rare Holo,Metal,90.0,https://images.pokemontcg.io/col1/5.png,0,3.0,5.97,3.51,5.97,38.95,-1.88,UNDERVALUED,True,,,4.7,
Expedition Base Set,E-Card,127,Qwilfish,Common,Water,60.0,https://images.pokemontcg.io/ecard1/127.png,0,3.0,2.44,0.77,2.44,15.88,-1.87,UNDERVALUED,True,,,3.0,
SWSH Black Star Promos,Sword & Shield,SWSH246,Weavile,Promo,Darkness,110.0,https://images.pokemontcg.io/swshp/SWSH246.png,0,3.0,0.63,0.07,0.63,4.06,-1.86,UNDERVALUED,True,,,3.3,
Stormfront,Diamond & Pearl,31,Vespiquen,Rare,Grass,100.0,https://images.pokemontcg.io/dp7/31.png,0,3.0,0.74,1.18,0.74,4.77,-1.86,UNDERVALUED,True,,,2.8,
Unified Minds,Sun & Moon,230,Naganadel-GX,Rare Ultra,Dragon,210.0,https://images.pokemontcg.io/sm11/230.png,0,3.0,8.17,5.56,8.17,52.67,-1.86,UNDERVALUED,True,,,7.2,
Stormfront,Diamond & Pearl,26,Skuntank,Rare,Darkness,100.0,https://images.pokemontcg.io/dp7/26.png,0,3.0,0.75,0.43,0.75,4.77,-1.85,UNDERVALUED,True,,,1.4,
Crown Zenith,Sword & Shield,105,Radiant Eternatus,Radiant Rare,Dragon,170.0,https://images.pokemontcg.io/swsh12pt5/105.png,0,3.0,0.68,0.53,0.68,4.32,-1.85,,False,,,-11.7,
SM Black Star Promos,Sun & Moon,SM41,Komala,Promo,Colorless,80.0,https://images.pokemontcg.io/smp/SM41.png,0,3.0,1.17,0.73,1.17,7.43,-1.85,UNDERVALUED,True,,,2.6,
Unseen Forces,EX,25,Hitmonlee,Rare,Fighting,60.0,https://images.pokemontcg.io/ex10/25.png,0,3.0,3.44,2.1,3.44,21.76,-1.84,UNDERVALUED,True,,,5.5,
Generations,XY,43,Geodude,Common,Fighting,60.0,https://images.pokemontcg.io/g1/43.png,0,3.0,0.22,0.1,0.22,1.39,-1.84,UNDERVALUED,True,,,4.8,
SM Black Star Promos,Sun & Moon,SM89,Zoroark,Promo,Darkness,120.0,https://images.pokemontcg.io/smp/SM89.png,0,3.0,1.42,1.04,1.42,8.93,-1.84,UNDERVALUED,True,,,3.6,
Unseen Forces,EX,20,Chansey,Rare,Colorless,90.0,https://images.pokemontcg.io/ex10/20.png,0,3.0,4.7,2.83,4.7,29.52,-1.84,UNDERVALUED,True,,,2.0,
Celebrations: Classic Collection,Sword & Shield,73,Imposter Professor Oak,Classic Collection,,0.0,https://images.pokemontcg.io/cel25c/73_A.png,0,3.0,0.32,,0.32,2.0,-1.83,UNDERVALUED,True,,,-17.9,
Scarlet & Violet Black Star Promos,Scarlet & Violet,99,Shroodle,Promo,Colorless,50.0,https://images.pokemontcg.io/svp/99.png,0,3.0,0.47,0.25,0.47,2.93,-1.83,UNDERVALUED,True,,,-13.0,
SM Black Star Promos,Sun & Moon,SM58,Necrozma-GX,Promo,Psychic,180.0,https://images.pokemontcg.io/smp/SM58.png,0,3.0,1.89,1.76,1.89,11.77,-1.83,UNDERVALUED,True,,,4.4,
Fusion Strike,Sword & Shield,248,Crabominable V,Rare Ultra,Water,220.0,https://images.pokemontcg.io/swsh8/248.png,0,3.0,1.27,1.83,1.27,7.91,-1.83,UNDERVALUED,True,,,-3.1,
Stormfront,Diamond & Pearl,13,Bronzong,Rare,Psychic,90.0,https://images.pokemontcg.io/dp7/13.png,0,3.0,0.96,0.63,0.96,5.97,-1.83,UNDERVALUED,True,,,0.0,
SWSH Black Star Promos,Sword & Shield,SWSH049,Dubwool V,Promo,Colorless,210.0,https://images.pokemontcg.io/swshp/SWSH049.png,0,3.0,0.69,1.06,0.69,4.26,-1.82,UNDERVALUED,True,,,-10.4,
Sword & Shield,Sword & Shield,116,Stonjourner VMAX,Rare Holo VMAX,Fighting,330.0,https://images.pokemontcg.io/swsh1/116.png,0,3.0,1.49,2.81,1.49,9.13,-1.81,,False,,,-2.6,
Generations,XY,31,Golbat,Uncommon,Psychic,70.0,https://images.pokemontcg.io/g1/31.png,0,3.0,0.3,0.2,0.3,1.83,-1.81,UNDERVALUED,True,,,0.0,
Unbroken Bonds,Sun & Moon,208,Celesteela-GX,Rare Ultra,Colorless,200.0,https://images.pokemontcg.io/sm10/208.png,0,3.0,7.12,5.43,7.12,43.47,-1.81,UNDERVALUED,True,,,0.1,
Generations,XY,40,Machop,Common,Fighting,70.0,https://images.pokemontcg.io/g1/40.png,0,3.0,0.25,0.12,0.25,1.52,-1.81,UNDERVALUED,True,,,0.0,
SM Black Star Promos,Sun & Moon,SM213,Raichu-GX,Promo,Lightning,210.0,https://images.pokemontcg.io/smp/SM213.png,0,3.0,2.22,1.88,2.22,13.52,-1.81,UNDERVALUED,True,,,12.1,
Team Up,Sun & Moon,109,Aegislash,Rare Holo,Metal,140.0,https://images.pokemontcg.io/sm9/109.png,0,3.0,0.84,0.95,0.84,5.11,-1.81,UNDERVALUED,True,,,0.0,
Sandstorm,EX,86,Double Full Heal,Uncommon,,0.0,https://images.pokemontcg.io/ex2/86.png,0,3.0,0.32,0.08,0.32,1.94,-1.8,UNDERVALUED,True,,,0.0,
DP Black Star Promos,Diamond & Pearl,DP36,Gliscor,Promo,Fighting,90.0,https://images.pokemontcg.io/dpp/DP36.png,0,3.0,6.74,,6.74,40.81,-1.8,UNDERVALUED,True,,,0.0,
Burning Shadows,Sun & Moon,126,Weakness Policy,Uncommon,,0.0,https://images.pokemontcg.io/sm3/126.png,0,3.0,0.03,0.08,0.03,0.18,-1.8,UNDERVALUED,True,,,0.0,
Arceus,Platinum,26,Porygon-Z G,Rare,Colorless,80.0,https://images.pokemontcg.io/pl4/26.png,0,3.0,1.98,0.75,1.98,11.94,-1.8,UNDERVALUED,True,,,1.5,
XY Black Star Promos,XY,XY159,Beedrill Spirit Link,Promo,,0.0,https://images.pokemontcg.io/xyp/XY159.png,0,3.0,2.08,2.5,2.08,12.49,-1.79,UNDERVALUED,True,,,1.5,
Unbroken Bonds,Sun & Moon,193,Venomoth-GX,Rare Ultra,Grass,200.0,https://images.pokemontcg.io/sm10/193.png,0,3.0,7.24,5.93,7.24,43.47,-1.79,UNDERVALUED,True,,,-1.0,
Generations,XY,16,Magmar,Common,Fire,80.0,https://images.pokemontcg.io/g1/16.png,0,3.0,0.28,0.11,0.28,1.68,-1.79,UNDERVALUED,True,,,3.7,
XY Black Star Promos,XY,XY33,Trevor,Promo,,0.0,https://images.pokemontcg.io/xyp/XY33.png,0,3.0,2.09,5.32,2.09,12.49,-1.79,UNDERVALUED,True,,,8.3,
Team Rocket Returns,EX,57,Hoppip,Common,Grass,30.0,https://images.pokemontcg.io/ex7/57.png,0,3.0,0.52,0.36,0.52,3.1,-1.79,UNDERVALUED,True,,,4.0,
Lost Thunder,Sun & Moon,222,Sigilyph-GX,Rare Rainbow,Psychic,170.0,https://images.pokemontcg.io/sm8/222.png,0,3.0,9.67,10.92,9.67,57.65,-1.79,UNDERVALUED,True,,,0.0,
XY Black Star Promos,XY,XY152,Zygarde,Promo,Fighting,120.0,https://images.pokemontcg.io/xyp/XY152.png,0,3.0,3.17,1.21,3.17,18.89,-1.78,UNDERVALUED,True,,,10.8,
Ancient Origins,XY,60,Goodra,Rare Holo,Dragon,150.0,https://images.pokemontcg.io/xy7/60.png,0,3.0,2.06,1.24,2.06,12.27,-1.78,UNDERVALUED,True,,,0.0,
SWSH Black Star Promos,Sword & Shield,SWSH128,Eiscue,Promo,Water,120.0,https://images.pokemontcg.io/swshp/SWSH128.png,0,3.0,0.69,0.24,0.69,4.08,-1.78,UNDERVALUED,True,,,1.5,
Unbroken Bonds,Sun & Moon,207,Persian-GX,Rare Ultra,Colorless,200.0,https://images.pokemontcg.io/sm10/207.png,0,3.0,7.35,6.21,7.35,43.47,-1.78,UNDERVALUED,True,,,0.0,
Cosmic Eclipse,Sun & Moon,194,Island Challenge Amulet,Uncommon,,0.0,https://images.pokemontcg.io/sm12/194.png,0,3.0,0.06,0.1,0.06,0.35,-1.78,UNDERVALUED,True,,,20.0,
Pokémon GO,Sword & Shield,88,Lure Module,Rare Secret,,0.0,https://images.pokemontcg.io/pgo/88.png,0,3.0,2.4,6.15,2.4,14.06,-1.77,,False,,,-2.0,
Team Rocket Returns,EX,49,Skiploom,Uncommon,Grass,60.0,https://images.pokemontcg.io/ex7/49.png,0,3.0,1.13,0.48,1.13,6.62,-1.77,UNDERVALUED,True,,,1.8,
XY Black Star Promos,XY,XY173,Volcanion-EX,Promo,Fire/Water,180.0,https://images.pokemontcg.io/xyp/XY173.png,0,3.0,3.98,3.26,3.98,23.23,-1.76,UNDERVALUED,True,,,1.8,
XY Black Star Promos,XY,XY99,Aerodactyl Spirit Link,Promo,,0.0,https://images.pokemontcg.io/xyp/XY99.png,0,3.0,2.14,5.86,2.14,12.49,-1.76,UNDERVALUED,True,,,0.0,
Nintendo Black Star Promos,NP,19,Whismur,Promo,Colorless,50.0,https://images.pokemontcg.io/np/19.png,0,3.0,12.97,1.02,12.97,75.67,-1.76,UNDERVALUED,True,,,3.0,
Evolving Skies,Sword & Shield,213,Lycanroc VMAX,Rare Rainbow,Fighting,320.0,https://images.pokemontcg.io/swsh7/213.png,0,3.0,10.42,6.0,10.42,60.71,-1.76,UNDERVALUED,True,,,3.5,
Cosmic Eclipse,Sun & Moon,177,Rufflet,Common,Colorless,60.0,https://images.pokemontcg.io/sm12/177.png,0,3.0,0.05,0.04,0.05,0.29,-1.76,UNDERVALUED,True,,,25.0,
XY Black Star Promos,XY,XY137,Vivillon,Promo,Grass,120.0,https://images.pokemontcg.io/xyp/XY137.png,0,3.0,3.25,0.75,3.25,18.89,-1.76,UNDERVALUED,True,,,4.8,
White Flare,Scarlet & Violet,10,Virizion,Rare,Grass,120.0,https://images.pokemontcg.io/rsv10pt5/10.png,0,3.0,0.16,0.05,0.16,0.93,-1.76,UNDERVALUED,True,,,-5.9,
White Flare,Scarlet & Violet,78,Tornadus,Rare,Colorless,120.0,https://images.pokemontcg.io/rsv10pt5/78.png,0,3.0,0.16,0.08,0.16,0.93,-1.76,UNDERVALUED,True,,,14.3,
Scarlet & Violet Black Star Promos,Scarlet & Violet,25,Tinkatink,Promo,Psychic,70.0,https://images.pokemontcg.io/svp/25.png,0,3.0,0.5,0.37,0.5,2.9,-1.76,UNDERVALUED,True,,,-7.4,
Prismatic Evolutions,Scarlet & Violet,130,Techno Radar,Uncommon,,0.0,https://images.pokemontcg.io/sv8pt5/130.png,0,3.0,0.02,,0.02,0.12,-1.76,UNDERVALUED,True,,,-33.3,
Brilliant Stars,Sword & Shield,161,Honchkrow V,Rare Ultra,Darkness,200.0,https://images.pokemontcg.io/swsh9/161.png,0,3.0,1.39,1.73,1.39,8.05,-1.76,UNDERVALUED,True,,,0.0,
Lost Thunder,Sun & Moon,202,Sigilyph-GX,Rare Ultra,Psychic,170.0,https://images.pokemontcg.io/sm8/202.png,0,3.0,4.63,5.04,4.63,26.58,-1.75,UNDERVALUED,True,,,0.0,
Rising Rivals,Platinum,35,Vespiquen E4,Rare,Grass,80.0,https://images.pokemontcg.io/pl2/35.png,0,3.0,1.13,0.99,1.13,6.46,-1.74,UNDERVALUED,True,,,0.0,
Temporal Forces,Scarlet & Violet,139,Iron Jugulis,Uncommon,Colorless,130.0,https://images.pokemontcg.io/sv5/139.png,0,3.0,0.02,0.04,0.02,0.11,-1.74,UNDERVALUED,True,,,-66.7,
Dragon,EX,3,Crawdaunt,Rare Holo,Water,80.0,https://images.pokemontcg.io/ex3/3.png,0,3.0,10.11,5.15,10.11,57.63,-1.74,UNDERVALUED,True,,,0.5,
Scarlet & Violet Black Star Promos,Scarlet & Violet,119,Toxel,Promo,Lightning,70.0,https://images.pokemontcg.io/svp/119.png,0,3.0,0.51,1.85,0.51,2.9,-1.74,UNDERVALUED,True,,,-1.9,
SM Black Star Promos,Sun & Moon,SM56,Tsareena-GX,Promo,Grass,230.0,https://images.pokemontcg.io/smp/SM56.png,0,3.0,2.61,1.14,2.61,14.82,-1.74,UNDERVALUED,True,,,0.0,
Fusion Strike,Sword & Shield,8,Simisage,Uncommon,Grass,100.0,https://images.pokemontcg.io/swsh8/8.png,0,3.0,0.02,0.04,0.02,0.11,-1.74,UNDERVALUED,True,,,-60.0,
SWSH Black Star Promos,Sword & Shield,SWSH280,Regieleki V,Promo,Lightning,200.0,https://images.pokemontcg.io/swshp/SWSH280.png,0,3.0,0.75,0.53,0.75,4.24,-1.73,UNDERVALUED,True,,,-8.5,
SWSH Black Star Promos,Sword & Shield,SWSH172,Tepig,Promo,Fire,80.0,https://images.pokemontcg.io/swshp/SWSH172.png,0,3.0,0.71,0.99,0.71,4.01,-1.73,UNDERVALUED,True,,,4.4,
Evolving Skies,Sword & Shield,187,Lycanroc V,Rare Ultra,Fighting,200.0,https://images.pokemontcg.io/swsh7/187.png,0,3.0,4.07,5.25,4.07,22.88,-1.73,UNDERVALUED,True,,,0.2,
SM Black Star Promos,Sun & Moon,SM105,Lycanroc,Promo,Fighting,120.0,https://images.pokemontcg.io/smp/SM105.png,0,3.5,1.58,1.18,1.58,8.86,-1.72,UNDERVALUED,True,,,1.9,
Deoxys,EX,24,Seaking,Rare,Water,70.0,https://images.pokemontcg.io/ex8/24.png,0,3.0,1.39,0.98,1.39,7.79,-1.72,UNDERVALUED,True,,,1.5,
XY Black Star Promos,XY,XY108,Machamp-EX,Promo,Fighting,180.0,https://images.pokemontcg.io/xyp/XY108.png,0,3.0,4.16,2.31,4.16,23.23,-1.72,UNDERVALUED,True,,,1.5,
Expedition Base Set,E-Card,69,Vileplume,Rare,Grass,90.0,https://images.pokemontcg.io/ecard1/69.png,0,3.0,5.32,1.65,5.32,29.69,-1.72,UNDERVALUED,True,,,0.0,
HS—Triumphant,HeartGold & SoulSilver,25,Lunatone,Rare,Fighting,60.0,https://images.pokemontcg.io/hgss4/25.png,0,3.0,0.39,1.25,0.39,2.18,-1.72,UNDERVALUED,True,,,0.0,
SWSH Black Star Promos,Sword & Shield,SWSH055,Hatterene V,Promo,Psychic,200.0,https://images.pokemontcg.io/swshp/SWSH055.png,0,3.0,0.76,0.92,0.76,4.24,-1.72,UNDERVALUED,True,,,-11.6,
Brilliant Stars,Sword & Shield,159,Granbull V,Rare Ultra,Psychic,210.0,https://images.pokemontcg.io/swsh9/159.png,0,3.0,1.52,0.92,1.52,8.47,-1.72,UNDERVALUED,True,,,0.0,
Dragon,EX,24,Camerupt,Uncommon,Fire,80.0,https://images.pokemontcg.io/ex3/24.png,0,3.0,0.52,0.83,0.52,2.89,-1.72,UNDERVALUED,True,,,-8.8,
Wizards Black Star Promos,Base,37,Hitmontop,Promo,Fighting,60.0,https://images.pokemontcg.io/basep/37.png,0,3.0,8.88,10.3,8.88,49.33,-1.71,UNDERVALUED,True,,,-5.8,
SWSH Black Star Promos,Sword & Shield,SWSH249,Kleavor VSTAR,Promo,Fighting,270.0,https://images.pokemontcg.io/swshp/SWSH249.png,0,3.0,0.79,0.75,0.79,4.38,-1.71,UNDERVALUED,True,,,-2.5,
SM Black Star Promos,Sun & Moon,SM16,Solgaleo-GX,Promo,Metal,250.0,https://images.pokemontcg.io/smp/SM16.png,0,3.0,2.95,2.04,2.95,16.25,-1.71,UNDERVALUED,True,,,2.8,
Skyridge,E-Card,35,Xatu,Rare,Psychic,80.0,https://images.pokemontcg.io/ecard3/35.png,0,3.0,8.45,1.63,8.45,46.52,-1.71,UNDERVALUED,True,,,0.4,
Ultra Prism,Sun & Moon,1,Exeggcute,Common,Grass,50.0,https://images.pokemontcg.io/sm5/1.png,0,3.0,0.05,0.1,0.05,0.27,-1.7,UNDERVALUED,True,,,-58.3,
SWSH Black Star Promos,Sword & Shield,SWSH031,Morpeko,Promo,Lightning,80.0,https://images.pokemontcg.io/swshp/SWSH031.png,0,3.0,0.73,1.17,0.73,4.01,-1.7,UNDERVALUED,True,,,5.8,
Wizards Black Star Promos,Base,39,Misdreavus,Promo,Psychic,50.0,https://images.pokemontcg.io/basep/39.png,0,3.0,9.11,7.89,9.11,49.99,-1.7,UNDERVALUED,True,,,-10.1,
Roaring Skies,XY,26,Thundurus-EX,Rare Holo EX,Lightning,170.0,https://images.pokemontcg.io/xy6/26.png,0,3.0,2.28,5.31,2.28,12.5,-1.7,UNDERVALUED,True,,,0.4,
SWSH Black Star Promos,Sword & Shield,SWSH257,Rotom V,Promo,Lightning,190.0,https://images.pokemontcg.io/swshp/SWSH257.png,0,3.0,0.77,0.48,0.77,4.22,-1.7,UNDERVALUED,True,,,-6.1,
Paldean Fates,Scarlet & Violet,83,Nemona's Backpack,Uncommon,,0.0,https://images.pokemontcg.io/sv4pt5/83.png,0,3.0,0.02,0.03,0.02,0.11,-1.7,UNDERVALUED,True,,,0.0,
Paldean Fates,Scarlet & Violet,78,Clive,Uncommon,,0.0,https://images.pokemontcg.io/sv4pt5/78.png,0,3.0,0.02,0.05,0.02,0.11,-1.7,UNDERVALUED,True,,,-60.0,
Primal Clash,XY,38,Wailord-EX,Rare Holo EX,Water,250.0,https://images.pokemontcg.io/xy5/38.png,0,3.0,5.15,4.32,5.15,28.11,-1.7,UNDERVALUED,True,,,5.7,
White Flare,Scarlet & Violet,63,Vullaby,Common,Darkness,70.0,https://images.pokemontcg.io/rsv10pt5/63.png,0,3.0,0.02,0.04,0.02,0.11,-1.7,UNDERVALUED,True,,,-50.0,
Delta Species,EX,43,Golbat,Uncommon,Grass,70.0,https://images.pokemontcg.io/ex11/43.png,0,3.0,1.08,2.36,1.08,5.89,-1.7,UNDERVALUED,True,,,0.9,
SWSH Black Star Promos,Sword & Shield,SWSH109,Tyranitar V,Promo,Darkness,230.0,https://images.pokemontcg.io/swshp/SWSH109.png,0,3.0,0.79,0.97,0.79,4.3,-1.69,UNDERVALUED,True,,,-3.7,
SM Black Star Promos,Sun & Moon,SM207,Sudowoodo,Promo,Fighting,110.0,https://images.pokemontcg.io/smp/SM207.png,0,3.0,1.57,1.13,1.57,8.53,-1.69,UNDERVALUED,True,,,-0.6,
Team Up,Sun & Moon,166,Hoopa-GX,Rare Ultra,Darkness,190.0,https://images.pokemontcg.io/sm9/166.png,0,3.0,22.03,8.06,22.03,119.51,-1.69,UNDERVALUED,True,,,0.0,
Scarlet & Violet Black Star Promos,Scarlet & Violet,71,Maschiff,Promo,Darkness,60.0,https://images.pokemontcg.io/svp/71.png,0,3.0,0.54,0.27,0.54,2.91,-1.69,UNDERVALUED,True,,,5.9,
Evolving Skies,Sword & Shield,178,Dracozolt V,Rare Ultra,Lightning,220.0,https://images.pokemontcg.io/swsh7/178.png,0,3.0,4.9,3.14,4.9,26.44,-1.69,UNDERVALUED,True,,,0.4,
Temporal Forces,Scarlet & Violet,141,Awakening Drum,ACE SPEC Rare,,0.0,https://images.pokemontcg.io/sv5/141.png,0,3.0,0.36,0.48,0.36,1.94,-1.68,,False,,,9.1,
Vivid Voltage,Sword & Shield,113,Galarian Perrserker,Rare,Metal,120.0,https://images.pokemontcg.io/swsh4/113.png,0,3.0,0.04,0.15,0.04,0.22,-1.68,UNDERVALUED,True,,,-50.0,
Nintendo Black Star Promos,NP,24,Chimecho,Promo,Psychic,70.0,https://images.pokemontcg.io/np/24.png,0,3.0,11.11,23.23,11.11,59.63,-1.68,UNDERVALUED,True,,,3.0,
Delta Species,EX,74,Magnemite,Common,Lightning,50.0,https://images.pokemontcg.io/ex11/74.png,0,3.0,0.45,0.24,0.45,2.41,-1.68,UNDERVALUED,True,,,7.1,
